symbol,date,previous_close,open,type,trigger_price,target_price,investment,return,profit,stop_loss_price,high,low,result
ASIANPAINT,2018-01-01,1160,1163.15,gainer,1158.95,1162.4268499999998,198898.65000000002,198774.99134999997,594.5413499999559,1153.15525,1163,1155.5,success
HINDUNILVR,2018-01-01,1362.25,1367,gainer,1358.5,1362.5755,199582.0,197349.29499999998,-991.7050000000163,1351.7075,1361.35,1351.5,failure
RELIANCE,2018-01-01,920.15,922.5,gainer,920.55,923.3116499999999,199260.0,197844.606,-994.1939999999886,915.9472499999999,921.75,914.5,failure
AXISBANK,2018-01-01,562.05,563.8,gainer,563,564.689,199585.19999999998,199899.906,597.9059999999881,560.185,564.95,560.7,success
SUNPHARMA,2018-01-01,569.2,572.05,gainer,574,575.722,199645.44999999998,200926.978,600.9780000000028,571.13,575.8,571.3,success
INFY,2018-01-01,1041.25,1037.4,loser,1039.5,1036.3815,199180.80000000002,198985.248,598.7520000000077,1044.6975,1044.5,1036,success
BHARTIARTL,2018-01-01,529.45,531.6,gainer,530.3,531.8908999999999,199881.6,199990.97839999996,598.1783999999752,527.6484999999999,531.95,530.3,success
TATASTEEL,2018-01-01,731,732.9,gainer,734,736.2019999999999,199348.8,198649.76,-998.2399999999907,730.33,735.4,729.3,failure
BPCL,2018-01-01,517.5,519.55,gainer,520,521.56,199507.19999999998,200279.03999999998,599.039999999979,517.4,522.15,519.3,success
POWERGRID,2018-01-01,200.3,199.85,loser,200.7,200.09789999999998,199850.0,200097.9,602.1000000000058,201.70349999999996,200.7,200,success
KOTAKBANK,2018-01-01,1009.5,1011.8,gainer,1008.35,1011.3750499999999,199324.59999999998,199240.88484999997,595.9348499999614,1003.30825,1011.4,1008.35,success
BAJAJ-AUTO,2018-01-01,3331.75,3340.95,gainer,3320.3,3330.2608999999998,197116.05,194918.2115,-979.4885000000068,3303.6985,3327.7,3302.15,failure
IBULHSGFIN,2018-01-01,1193,1196.6,gainer,1197.95,1201.54385,199832.19999999998,200657.82295,600.1729500000074,1191.96025,1202.4,1197.85,success
LUPIN,2018-01-01,887.05,889.35,gainer,885.25,887.9057499999999,199214.4,198890.88799999998,594.8879999999772,880.82375,888.5,885.25,success
WIPRO,2018-01-01,312,310.6,loser,310.9,309.96729999999997,199715.80000000002,200908.24349999995,-999.5434999999707,312.45449999999994,313.15,310,failure
HINDALCO,2018-01-01,274.2,273.05,loser,273.75,272.92875,199872.6,199783.84499999997,601.1550000000279,275.11875,273.75,272.6,success
ICICIBANK,2018-01-01,314.25,313.6,loser,313.9,312.95829999999995,199763.2,199354.43709999998,599.8629000000074,315.4694999999999,313.9,312.8,success
NTPC,2018-01-01,176.35,177,gainer,176.5,177.02949999999998,199833.0,199866.3055,597.8054999999877,175.6175,177.1,176.2,success
INDUSINDBK,2018-01-01,1647.4,1652,gainer,1647.8,1652.7433999999998,199892.0,199981.9514,598.1514000000025,1639.561,1653.75,1647.8,success
GAIL,2018-01-02,375.79,377.63,gainer,377.37,378.50210999999996,199766.27,198630.58635,-998.1436500000127,375.48315,378.2,375.34,failure
RELIANCE,2018-01-02,909.5,913,gainer,914.05,916.7921499999999,199947.0,199176.06524999999,-1000.8847499999974,909.47975,914.95,908.15,failure
COALINDIA,2018-01-02,266.95,268,gainer,268.45,269.25534999999996,199928.0,200864.49109999998,600.7911000000022,267.10775,269.5,268.45,success
IOC,2018-01-02,195.25,195.78,gainer,195.65,196.23694999999998,199891.38,200357.92594999998,599.2759499999811,194.67175,196.35,195.65,success
GRASIM,2018-01-02,1146.95,1149.9,gainer,1150,1153.4499999999998,198932.7,199546.84999999998,596.8499999999767,1144.25,1153.9,1148,success
SUNPHARMA,2018-01-02,574.5,576.6,gainer,577.35,579.08205,199503.6,200362.38929999998,599.2892999999749,574.46325,579.15,577.35,success
ITC,2018-01-02,261.8,262.85,gainer,263,263.789,199766.00000000003,198880.6,-999.3999999999942,261.685,263.35,261.65,failure
MARUTI,2018-01-02,9644,9694.65,gainer,9694.5,9723.583499999999,193893.0,192920.55,-969.4500000000116,9646.0275,9705,9638.05,failure
INFY,2018-01-02,1032.15,1037.25,gainer,1033.6,1036.7007999999998,199152.0,199046.55359999998,595.3536000000022,1028.432,1037.25,1033.6,success
TATASTEEL,2018-01-02,721.8,724,gainer,726.2,728.3786,199824.0,199429.04400000002,-1002.1559999999881,722.5690000000001,727.8,722.5,failure
BPCL,2018-01-02,509.3,511,gainer,509.85,511.37955,199801.0,198354.59325,-996.7567500000005,507.30075,511,506.7,failure
POWERGRID,2018-01-02,200.45,201.25,gainer,201,201.60299999999998,199841.25,200191.77899999998,598.7789999999804,199.995,201.8,201,success
KOTAKBANK,2018-01-02,996.8,1001.15,gainer,1000,1002.9999999999999,199228.85,198005.0,-995.0,995.0,1000.75,993.65,failure
CIPLA,2018-01-02,616.3,615,loser,618.85,616.99345,199875.0,200522.87125000003,603.3787499999744,621.94425,619,616.95,success
BAJAJ-AUTO,2018-01-02,3290,3298.45,gainer,3285.8,3295.6574,197907.0,197739.44400000002,591.4440000000177,3269.371,3308.4,3285.8,success
IBULHSGFIN,2018-01-02,1217.5,1211.5,loser,1212,1208.364,199897.5,199380.06,599.9400000000023,1218.06,1212,1208,success
UPL,2018-01-02,756,757.55,gainer,759,761.2769999999999,199993.19999999998,199374.12000000002,-1001.8799999999756,755.205,760.15,755.2,failure
ULTRACEMCO,2018-01-02,4265,4285.1,gainer,4290,4302.87,197114.6,196353.30000000002,-986.6999999999825,4268.55,4296.2,4265.75,failure
BAJFINANCE,2018-01-02,1729.55,1736,gainer,1730.7,1735.8920999999998,199640.0,198035.3475,-995.1524999999965,1722.0465000000002,1734.4,1722,failure
ICICIBANK,2018-01-02,309.3,310.95,gainer,310.55,311.48165,199940.85,198685.23175,-998.4182499999879,308.99725,311,308.85,failure
INFRATEL,2018-01-02,369.95,371,gainer,372.3,373.4169,199969.0,201271.7091,602.0090999999957,370.43850000000003,373.8,372.3,success
NTPC,2018-01-02,176.5,176.95,gainer,177.15,177.68144999999998,199953.5,200780.0385,600.5384999999951,176.26425,178.1,177.1,success
INDUSINDBK,2018-01-02,1620.7,1628.4,gainer,1631.95,1636.84585,198664.80000000002,199695.1937,597.2937000000093,1623.79025,1637.25,1627.9,success
ASIANPAINT,2018-01-03,1144,1147.85,gainer,1141.4,1144.8242,199725.9,197610.582,-993.0180000000109,1135.693,1142.75,1135.35,failure
GAIL,2018-01-03,371.5,372.93,gainer,371.05,372.16315,199890.48,199479.4484,596.6483999999764,369.19475,372.63,369.85,success
HINDUNILVR,2018-01-03,1340,1344.05,gainer,1337.55,1341.5626499999998,198919.4,198551.27219999998,593.8721999999834,1330.86225,1342.65,1337,success
SBIN,2018-01-03,303,304.4,gainer,305.55,306.46664999999996,199990.8,199742.61825,-1003.7317500000063,304.02225,306.45,303.7,failure
HINDPETRO,2018-01-03,406.5,408.2,gainer,407.1,408.32129999999995,199609.8,199669.11569999997,597.2156999999424,405.0645,409.1,406.8,success
AXISBANK,2018-01-03,558.4,561.3,gainer,560.85,562.53255,199822.8,200261.5878,598.9878000000026,558.04575,563,560.35,success
COALINDIA,2018-01-03,270.2,271,gainer,269.9,270.70969999999994,199998.0,199783.75859999994,597.5585999999603,268.5505,270.9,269.9,success
IOC,2018-01-03,193.3,193.95,gainer,193.5,194.08049999999997,199962.44999999998,200096.99549999996,598.4954999999609,192.5325,194.13,193.5,success
GRASIM,2018-01-03,1142.9,1138.75,loser,1142.95,1139.52115,199281.25,201016.33125,-1000.0812499999884,1148.66475,1149.35,1140.45,failure
ZEEL,2018-01-03,578.1,579.9,gainer,578.9,580.6366999999999,199485.6,199739.02479999996,597.4247999999498,576.0055,581,578.7,success
HDFCBANK,2018-01-03,1869.8,1875.2,gainer,1870.8,1876.4123999999997,198771.2,197313.27599999998,-991.5240000000049,1861.446,1873.8,1861,failure
TATAMOTORS,2018-01-03,438.15,440.4,gainer,438,439.31399999999996,199941.59999999998,197857.74,-994.2600000000093,435.81,439.3,435.6,failure
ITC,2018-01-03,260.7,261.3,gainer,261.35,262.13405,199894.5,200532.54825,599.7982499999634,260.04325,262.6,260.6,success
MARUTI,2018-01-03,9559,9596.8,gainer,9537.25,9565.861749999998,191936.0,191317.23499999996,572.2349999999569,9489.56375,9570,9531.2,success
BHARTIARTL,2018-01-03,516.7,519,gainer,517.25,518.80175,199815.0,199738.67375,597.4237499999872,514.66375,518.85,517.25,success
TATASTEEL,2018-01-03,730.5,732.7,gainer,733.55,735.7506499999998,199294.40000000002,200124.17679999996,598.5767999999807,729.88225,736,733.55,success
BPCL,2018-01-03,499.6,500.75,gainer,496.35,497.83905,199799.25,198637.78095,594.1309499999625,493.86825000000005,498.05,496,success
M&M,2018-01-03,753,755.6,gainer,753.6,755.8607999999999,199478.4,199547.25119999997,596.8511999999755,749.832,755.9,753,success
POWERGRID,2018-01-03,201,201.5,gainer,201.65,202.25494999999998,199888.0,200636.9104,600.1103999999759,200.64175,202.3,201.3,success
KOTAKBANK,2018-01-03,1001.75,1004.9,gainer,1003,1006.0089999999999,199975.1,200195.79099999997,598.7909999999683,997.985,1006.9,1000.4,success
CIPLA,2018-01-03,610,611.25,gainer,608.75,610.57625,199878.75,199658.43375,597.1837499999965,605.70625,610.95,608.75,success
LT,2018-01-03,1251.9,1255.85,gainer,1254.45,1258.21335,199680.15,200055.92265,598.3726499999757,1248.17775,1259,1254.05,success
UPL,2018-01-03,774,777.2,gainer,780.8,783.1423999999998,199740.40000000002,199662.272,-1003.3279999999795,776.896,781.65,776,failure
LUPIN,2018-01-03,875,877.1,gainer,873.8,876.4213999999998,199978.80000000002,199824.07919999995,597.679199999955,869.4309999999999,876.9,873.55,success
TECHM,2018-01-03,513.6,516,gainer,519.5,521.0585,199692.0,200041.26750000002,-1005.2324999999837,516.9025,520.4,516.9,failure
ULTRACEMCO,2018-01-03,4260,4269.55,gainer,4262.15,4274.936449999999,196399.30000000002,196647.07669999998,588.1766999999818,4240.83925,4275.8,4245.4,success
HINDALCO,2018-01-03,272.25,273.4,gainer,275.6,276.4268,199855.4,202067.9908,604.3907999999938,274.22200000000004,276.5,274.55,success
ASIANPAINT,2018-01-04,1142,1145.95,gainer,1152.45,1155.90735,199395.30000000002,201127.87889999998,601.578899999964,1146.68775,1156.45,1152.2,success
HINDUNILVR,2018-01-04,1347,1350.1,gainer,1344,1348.032,199814.8,199508.73599999998,596.7359999999753,1337.28,1348.85,1341.45,success
DRREDDY,2018-01-04,2340.55,2346,gainer,2356.6,2363.6697999999997,199410.0,200911.93299999996,600.9329999999609,2344.817,2365,2354,success
RELIANCE,2018-01-04,915.5,918.5,gainer,917.1,919.8512999999999,199314.5,199607.7321,597.0320999999822,912.5145,920.9,916,success
COALINDIA,2018-01-04,272.6,273.25,gainer,272.4,273.21719999999993,199745.75,199721.77319999994,597.3731999999436,271.03799999999995,273.25,272.2,success
GRASIM,2018-01-04,1129.2,1134.55,gainer,1129.55,1132.9386499999998,199680.8,199397.20239999998,596.4023999999918,1123.9022499999999,1134.35,1128.4,success
ZEEL,2018-01-04,578.4,580.75,gainer,577.5,579.2325,199778.0,199255.97999999998,595.9799999999814,574.6125,579.4,577.5,success
HDFC,2018-01-04,1700.8,1704.95,gainer,1701.35,1706.4540499999998,199479.15,198062.66025,-995.2897499999963,1692.84325,1702.7,1692.35,failure
INFY,2018-01-04,1022.5,1020.25,loser,1017.95,1014.89615,199969.0,198919.6454,598.5546000000031,1023.0397499999999,1021,1014.05,success
BHARTIARTL,2018-01-04,516.75,518.85,gainer,516.1,517.6483,199757.25,199294.59549999997,596.0954999999667,513.5195,517.75,514.5,success
TATASTEEL,2018-01-04,734.55,737,gainer,732.7,734.8981,199727.0,199157.3851,595.6851000000024,729.0365,734.9,732,success
KOTAKBANK,2018-01-04,998.5,1002.45,gainer,999.75,1002.7492499999998,199487.55000000002,199547.10074999998,596.8507499999832,994.75125,1002.9,999.75,success
TCS,2018-01-04,1319.5,1323.18,gainer,1323.53,1327.5005899999999,199800.18000000002,200452.58909,599.5590899999952,1316.91235,1328.1,1322.5,success
CIPLA,2018-01-04,605,608.05,gainer,607.3,609.1218999999999,199440.4,199791.98319999996,597.5831999999646,604.2634999999999,609.15,606.1,success
TECHM,2018-01-04,517.55,519.3,gainer,516,517.5479999999999,199930.49999999997,199255.97999999995,595.9799999999523,513.42,517.65,514,success
BAJFINANCE,2018-01-04,1714.55,1722,gainer,1719.65,1724.8089499999999,199752.0,200077.8382,598.438199999975,1711.05175,1727.5,1715.5,success
NTPC,2018-01-04,177,177.8,gainer,177.25,177.78175,199847.2,199116.6,-112.39999999999418,176.36375,177.7,176.8,square_offs
ASIANPAINT,2018-01-05,1175.3,1178.55,gainer,1168.65,1172.15595,199174.94999999998,198094.35555,592.5055500000017,1162.8067500000002,1172.55,1168.65,success
GAIL,2018-01-05,373.68,374.77,gainer,373.68,374.80103999999994,199752.41,198175.5828,-995.8571999999986,371.8116,374.21,371.77,failure
SBIN,2018-01-05,309.2,310.65,gainer,310.5,311.43149999999997,199747.94999999998,198653.2425,-998.257500000007,308.9475,311,308.8,failure
ADANIPORTS,2018-01-05,410.05,411.5,gainer,410.6,411.8318,199989.0,200150.2548,598.6547999999893,408.547,412.2,410.45,success
DRREDDY,2018-01-05,2414.8,2420.5,gainer,2415.6,2422.8468,198481.0,197088.804,-990.3959999999788,2403.522,2420,2401.8,failure
AXISBANK,2018-01-05,559.2,561.2,gainer,560.2,561.8806,199787.2,198434.044,-997.1560000000172,557.399,560.9,556.75,failure
COALINDIA,2018-01-05,277.7,278.95,gainer,279.65,280.48894999999993,199728.19999999998,200830.08819999994,600.6881999999459,278.25174999999996,280.6,279.45,success
ZEEL,2018-01-05,578.5,580.2,gainer,578.65,580.3859499999999,199588.80000000002,199652.76679999995,597.1667999999481,575.75675,580.5,578.65,success
TATAMOTORS,2018-01-05,430,431.4,gainer,432.3,433.59689999999995,199738.19999999998,199154.12550000002,-1000.7744999999704,430.1385,433.3,429.85,failure
