price,target_price,stop_loss,trans_type,quantity,order_idprice,target_price,stop_loss,trans_type,quantity,order_id
380.0,2.28,3.8,buy,710,180730000030610
1668.15,10.01,16.68,buy,161,180730000031228
555.3,3.33,5.55,sell,486,180730000035466
1290.05,7.74,12.9,sell,209,180730000042133
885.45,5.31,8.85,sell,304,180730000042797
633.0,3.8,6.33,sell,426,180730000044334
811.35,4.87,8.11,sell,332,180730000047748
652.5,3.92,6.53,buy,413,180730000049131
