symbol,date,previous_close,open,type,trigger_price,target_price,investment,return,profit,stop_loss_price,high,low,result
HINDUNILVR,2018-07-16,1743.1,1748.95,gainer,1748.95,1754.1968499999998,199380.30000000002,199978.4409,598.1408999999694,1741.9542000000001,1756,1748.95,success
ADANIPORTS,2018-07-16,369.65,370.95,gainer,369.1,370.2073,199942.05,199541.7347,596.8346999999776,367.6236,372.15,369.1,success
HINDPETRO,2018-07-16,269.5,268.85,loser,269.3,268.4921,199755.55000000002,199489.6303,600.2697000000044,270.3772,269.3,267.5,success
COALINDIA,2018-07-16,267.45,266.6,loser,267.5,266.6975,199950.00000000003,200023.125,601.875,268.57,267.5,266.6,success
IOC,2018-07-16,159.5,158.7,loser,158.95,158.47314999999998,199962.0,199676.16899999997,600.8310000000347,159.58579999999998,158.95,158.3,success
GRASIM,2018-07-16,934,937.05,gainer,929.3,932.0878999999999,199591.65,198534.72269999998,593.8226999999897,925.5827999999999,937.05,929.3,success
MARUTI,2018-07-16,9399.55,9420.05,gainer,9410,9438.23,197821.05,198202.83,592.8299999999872,9372.36,9440,9410,success
HDFC,2018-07-16,1974.8,1979.85,gainer,1978.2,1984.1345999999999,199964.84999999998,200397.59459999998,599.3945999999705,1970.2872,1989,1978.2,success
VEDL,2018-07-16,210.15,210.9,gainer,210,210.62999999999997,199933.2,199677.23999999996,597.2399999999616,209.16,211,210,success
BHARTIARTL,2018-07-16,359,357.5,loser,359.5,358.4215,199842.5,200357.61849999998,602.8815000000177,360.938,359.5,357.5,success
TATASTEEL,2018-07-16,558.1,559.5,gainer,556.3,557.9688999999998,199741.5,199194.89729999995,595.7972999999765,554.0748,559.7,556.3,success
M&M,2018-07-16,907,904.95,loser,906.7,903.9799,199993.95,199779.5579,601.1420999999973,910.3268,906.7,897.3,success
TCS,2018-07-16,1977.05,1986.95,gainer,1982.7,1988.6480999999999,198695.0,198864.81,594.8099999999977,1974.7692,1989.8,1982.7,success
CIPLA,2018-07-16,627,629.4,gainer,628.75,630.6362499999999,199519.8,199911.69124999997,597.9412499999744,626.235,631.45,628.75,success
EICHERMOT,2018-07-16,27480.2,27551.2,gainer,27541.95,27624.575849999997,192858.4,193372.03095,578.3809499999916,27431.7822,27650,27529.2,success
ONGC,2018-07-16,154.7,155.3,gainer,154.6,155.0638,199871.1,199567.11059999999,596.9106000000029,153.9816,155.6,154.6,success
WIPRO,2018-07-16,280.5,279.3,loser,281.25,280.40625,199978.80000000002,200770.875,604.125,282.375,281.25,278.9,success
