symbol,date,previous_close,open,type,trigger_price,target_price,investment,return,profit,stop_loss_price,high,low,result
GRASIM,2015-02-03,761.66,764.38,gainer,767.25,769.55175,199503.18,201706.02000000002,1453.7700000000186,762.6465,772.82,764.52,success
HINDPETRO,2015-02-04,133.22,132.77,loser,132.22,131.82334,199951.62000000002,198295.02,-828.3000000000175,133.01332,132.22,131.67,success
MARUTI,2015-02-04,3607.85,3620,gainer,3622.4,3633.2672,199100.0,197835.0,-1397.0,3600.6656000000003,3629,3597,failure
BHARTIARTL,2015-02-04,371.55,370,loser,374.1,372.9777,199800.0,201204.0,-810.0,376.3446,374.1,372.6,success
BPCL,2015-02-04,242.47,241.67,loser,240.67,239.94798999999998,199861.09,198231.9,-802.1900000000023,242.11401999999998,240.67,239.7,success
TCS,2015-02-04,1279.13,1284,gainer,1268.63,1272.43589,199020.0,197315.0,677.3499999999767,1261.0182200000002,1273,1268.63,success
CIPLA,2015-02-04,678,680.4,gainer,679.15,681.1874499999999,199357.19999999998,200104.35,1113.4000000000233,675.0751,682.95,679.15,success
LT,2015-02-04,1148.33,1153.03,gainer,1147.13,1150.57139,199474.19,196671.59,-1781.9000000000233,1140.2472200000002,1150,1136.83,failure
HDFC,2015-02-05,1232.45,1236.9,gainer,1228.55,1232.2356499999999,199140.90000000002,198867.2,1070.6500000000233,1221.1787,1235.2,1228.5,success
INFY,2015-02-05,1071.43,1075.4,gainer,1074.5,1077.7234999999998,198949.00000000003,199494.74999999997,712.2499999999709,1068.0529999999999,1078.35,1074.5,success
BAJAJ-AUTO,2015-02-05,2245.3,2253,gainer,2250,2256.7499999999995,198264.0,198770.0,770.0,2236.5,2258.75,2250,success
ULTRACEMCO,2015-02-05,3096.9,3109.9,gainer,3072.1,3081.3162999999995,199033.6,197846.4,1232.0,3053.6674,3091.35,3072.1,success
DRREDDY,2015-02-10,3099.1,3111.05,gainer,3082.5,3091.7474999999995,199107.2,197926.4,646.3999999999942,3064.005,3092.6,3082.5,success
ULTRACEMCO,2015-02-10,2962.75,2951.1,loser,2995,2986.015,197723.69999999998,199673.4,-991.6000000000058,3012.97,2995.95,2980.2,success
SUNPHARMA,2015-02-11,925.85,929.65,gainer,927.95,930.73385,199874.75,200584.25,1075.0,922.3823,932.95,927.2,success
HDFCBANK,2015-02-11,1054.45,1058,gainer,1055.8,1058.9673999999998,199962.0,200151.0,604.8000000000175,1049.4651999999999,1059,1055.7,success
MARUTI,2015-02-11,3393.85,3406,gainer,3418,3428.2539999999995,197548.0,198951.59999999998,707.5999999999767,3397.492,3430.2,3417.25,success
