"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HCLTECH","EQ","20-Jun-2017","        842.50","        845.00","        855.05","        843.00","        854.15","        854.25","        851.26","    1041129","           886267446.05","      40333","     582663","         55.96"
"HCLTECH","EQ","21-Jun-2017","        854.25","        854.00","        854.00","        838.10","        843.00","        843.45","        842.68","     909654","           766550383.75","      41735","     550791","         60.55"
"HCLTECH","EQ","22-Jun-2017","        843.45","        849.00","        854.00","        836.20","        847.15","        849.15","        847.68","    1447792","          1227258695.90","      43686","    1017696","         70.29"
"HCLTECH","EQ","23-Jun-2017","        849.15","        850.00","        858.00","        842.35","        851.00","        851.85","        851.38","    1080944","           920289300.55","      37357","     665117","         61.53"
"HCLTECH","EQ","27-Jun-2017","        851.85","        852.00","        859.00","        833.20","        836.00","        840.20","        847.85","    1092395","           926186598.40","      55938","     784738","         71.84"
"HCLTECH","EQ","28-Jun-2017","        840.20","        838.50","        857.25","        833.30","        846.05","        848.40","        848.27","    1238382","          1050482877.70","      42324","     608440","         49.13"
"HCLTECH","EQ","29-Jun-2017","        848.40","        851.90","        857.00","        842.50","        849.50","        847.60","        847.86","    1492110","          1265105373.25","      36773","     892544","         59.82"
"HCLTECH","EQ","30-Jun-2017","        847.60","        848.45","        855.95","        838.40","        851.40","        850.90","        847.11","    1128557","           956013821.95","      43676","     861263","         76.32"
"HCLTECH","EQ","03-Jul-2017","        850.90","        852.00","        853.95","        832.30","        839.80","        838.15","        837.27","    1976838","          1655149381.00","      82542","    1160687","         58.71"
"HCLTECH","EQ","04-Jul-2017","        838.15","        848.40","        849.95","        838.00","        841.10","        841.55","        842.09","     990750","           834302970.05","      25566","     597151","         60.27"
"HCLTECH","EQ","05-Jul-2017","        841.55","        839.00","        841.20","        835.10","        838.00","        837.50","        838.40","    1210254","          1014681423.80","      53663","     886209","         73.23"
"HCLTECH","EQ","06-Jul-2017","        837.50","        840.00","        842.40","        835.70","        840.55","        840.65","        839.68","     686530","           576465234.85","      20490","     504524","         73.49"
"HCLTECH","EQ","07-Jul-2017","        840.65","        840.50","        840.50","        828.80","        832.00","        831.90","        832.01","    1151617","           958153517.90","      43966","     841518","         73.07"
"HCLTECH","EQ","10-Jul-2017","        831.90","        834.00","        856.85","        830.10","        848.55","        849.65","        846.64","     234294","           198361677.00","       4274","      99861","         42.62"
"HCLTECH","EQ","11-Jul-2017","        849.65","        845.65","        869.00","        845.65","        850.00","        850.65","        858.00","    1496700","          1284163046.30","      37920","     806956","         53.92"
"HCLTECH","EQ","12-Jul-2017","        850.65","        850.10","        858.50","        846.05","        856.05","        854.00","        851.00","     602978","           513136503.45","      44329","     422090","         70.00"
"HCLTECH","EQ","13-Jul-2017","        854.00","        856.10","        863.90","        855.50","        859.50","        858.60","        860.37","     956409","           822867012.65","      31337","     669476","         70.00"
"HCLTECH","EQ","14-Jul-2017","        858.60","        860.00","        860.40","        845.05","        850.00","        850.35","        850.17","     644058","           547559041.45","      26324","     395837","         61.46"
"HCLTECH","EQ","17-Jul-2017","        850.35","        849.00","        870.00","        843.90","        868.95","        868.10","        862.84","     909007","           784324063.70","      49203","     547236","         60.20"
"HCLTECH","EQ","18-Jul-2017","        868.10","        869.10","        884.30","        868.35","        880.25","        880.70","        877.38","     988689","           867451637.40","      46488","     543853","         55.01"
"HCLTECH","EQ","19-Jul-2017","        880.70","        885.00","        899.60","        885.00","        898.70","        895.40","        893.51","    1456444","          1301353545.90","      45301","     936916","         64.33"
"HCLTECH","EQ","20-Jul-2017","        895.40","        899.00","        899.00","        882.40","        884.00","        885.65","        887.64","     806884","           716225383.50","      22321","     572845","         70.99"
"HCLTECH","EQ","21-Jul-2017","        885.65","        884.00","        908.00","        884.00","        902.60","        904.95","        902.72","    1241810","          1121006710.15","      37012","     598221","         48.17"
"HCLTECH","EQ","24-Jul-2017","        904.95","        904.95","        912.00","        901.20","        902.20","        907.40","        907.31","    1502220","          1362984733.30","      38823","    1076562","         71.66"
"HCLTECH","EQ","25-Jul-2017","        907.40","        902.00","        904.90","        886.00","        897.00","        895.05","        892.63","    1792333","          1599893298.15","      66968","    1346675","         75.14"
"HCLTECH","EQ","26-Jul-2017","        895.05","        893.00","        903.50","        884.00","        888.00","        892.70","        892.50","    1511857","          1349333847.80","      33807","     848968","         56.15"
"HCLTECH","EQ","27-Jul-2017","        892.70","        903.00","        928.00","        885.35","        899.00","        890.25","        907.89","    4659826","          4230615153.75","      79071","    1713584","         36.77"
"HCLTECH","EQ","28-Jul-2017","        890.25","        888.00","        896.90","        841.00","        891.00","        893.10","        886.22","    1521381","          1348272744.25","      43090","     718612","         47.23"
