"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"LT","EQ","20-Jun-2017","       1755.80","       1758.70","       1768.95","       1740.20","       1750.60","       1750.50","       1752.57","    1043648","          1829066892.30","      45980","     507190","         48.60"
"LT","EQ","21-Jun-2017","       1750.50","       1758.50","       1782.00","       1751.00","       1752.80","       1754.20","       1765.66","    2371285","          4186881845.80","      79145","     911466","         38.44"
"LT","EQ","22-Jun-2017","       1754.20","       1760.00","       1765.60","       1732.30","       1736.50","       1736.40","       1746.83","    1174506","          2051657575.15","      55886","     612220","         52.13"
"LT","EQ","23-Jun-2017","       1736.40","       1740.00","       1743.25","       1719.00","       1721.30","       1722.70","       1724.98","    1144550","          1974330996.15","      60559","     569745","         49.78"
"LT","EQ","27-Jun-2017","       1722.70","       1717.55","       1737.95","       1685.90","       1701.90","       1701.70","       1704.89","    1544697","          2633534652.90","      77026","     870666","         56.36"
"LT","EQ","28-Jun-2017","       1701.70","       1698.85","       1708.00","       1681.35","       1701.40","       1703.25","       1697.25","    1052350","          1786104317.15","      64152","     593056","         56.36"
"LT","EQ","29-Jun-2017","       1703.25","       1704.10","       1723.15","       1695.55","       1700.00","       1703.65","       1707.98","    1806368","          3085242894.95","      68391","    1125747","         62.32"
"LT","EQ","30-Jun-2017","       1703.65","       1699.00","       1699.00","       1661.30","       1686.80","       1687.60","       1676.76","    2167690","          3634694947.20","      93983","    1182480","         54.55"
"LT","EQ","03-Jul-2017","       1687.60","       1688.00","       1710.50","       1673.40","       1684.40","       1687.25","       1692.91","    1446731","          2449192437.35","      46145","     726484","         50.22"
"LT","EQ","04-Jul-2017","       1687.25","       1700.00","       1700.00","       1671.00","       1680.50","       1683.35","       1681.84","    1093359","          1838851379.35","      41808","     537333","         49.15"
"LT","EQ","05-Jul-2017","       1683.35","       1684.00","       1699.00","       1680.10","       1699.00","       1695.30","       1691.62","     689627","          1166587786.90","      30850","     359401","         52.12"
"LT","EQ","06-Jul-2017","       1695.30","       1699.20","       1706.95","       1690.30","       1695.00","       1697.60","       1700.02","     945054","          1606608743.40","      42026","     594582","         62.92"
"LT","EQ","07-Jul-2017","       1697.60","       1697.00","       1717.90","       1690.20","       1705.05","       1704.40","       1706.48","    1230066","          2099077140.80","      43163","     508698","         41.36"
"LT","EQ","10-Jul-2017","       1704.40","       1720.10","       1739.00","       1710.10","       1734.70","       1732.15","       1729.98","     216490","           374523153.10","       6451","     119613","         55.25"
"LT","EQ","11-Jul-2017","       1732.15","       1739.40","       1749.90","       1730.00","       1742.00","       1741.10","       1742.03","    1415965","          2466646678.15","      55194","     872822","         61.64"
"LT","EQ","12-Jul-2017","       1741.10","       1748.00","       1756.70","       1735.70","       1740.35","       1739.55","       1747.37","    1357936","          2372812663.15","      51995","     924888","         68.11"
"LT","EQ","13-Jul-2017","       1739.55","       1165.10","       1182.50","       1160.00","       1176.00","       1175.10","       1174.04","    1643754","          1929840100.45","      55472","     827283","         50.33"
"LT","EQ","14-Jul-2017","       1175.10","       1183.00","       1183.00","       1159.55","       1171.00","       1171.20","       1168.77","    1401864","          1638463561.00","      46316","     749320","         53.45"
"LT","EQ","17-Jul-2017","       1171.20","       1178.00","       1182.00","       1162.40","       1171.80","       1171.25","       1171.58","    1646087","          1928515259.60","      42889","    1164254","         70.73"
"LT","EQ","18-Jul-2017","       1171.25","       1169.90","       1187.00","       1168.10","       1180.40","       1177.90","       1180.19","    2375324","          2803322170.35","      37748","    1664958","         70.09"
"LT","EQ","19-Jul-2017","       1177.90","       1184.00","       1187.00","       1170.10","       1181.40","       1181.30","       1181.27","    1827242","          2158470164.95","      43837","    1188678","         65.05"
"LT","EQ","20-Jul-2017","       1181.30","       1182.00","       1194.45","       1176.00","       1188.00","       1185.65","       1186.58","    1845852","          2190258164.85","      50547","    1037576","         56.21"
"LT","EQ","21-Jul-2017","       1185.65","       1190.00","       1190.00","       1170.20","       1177.00","       1179.25","       1180.80","    1912305","          2258051944.85","      58690","    1329440","         69.52"
"LT","EQ","24-Jul-2017","       1179.25","       1177.00","       1182.65","       1171.10","       1182.00","       1178.00","       1175.93","    1313657","          1544764163.85","      39695","     940413","         71.59"
"LT","EQ","25-Jul-2017","       1178.00","       1178.00","       1179.95","       1165.50","       1169.90","       1170.85","       1170.08","    2182162","          2553309698.65","      72688","    1631457","         74.76"
"LT","EQ","26-Jul-2017","       1170.85","       1169.90","       1184.00","       1166.00","       1182.25","       1180.25","       1175.93","    1161591","          1365955120.20","      49318","     779188","         67.08"
"LT","EQ","27-Jul-2017","       1180.25","       1180.80","       1194.90","       1173.00","       1180.65","       1182.05","       1182.19","    3881208","          4588341085.50","      71926","    2821426","         72.69"
"LT","EQ","28-Jul-2017","       1182.05","       1184.00","       1190.40","       1153.50","       1158.45","       1161.40","       1165.84","    3278658","          3822393177.85","      81009","    1485123","         45.30"
