"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"M&amp;M","EQ","04-Jan-2018","        754.90","        761.00","        761.00","        750.50","        755.75","        756.00","        755.23","    1663380","          1256234024.50","      34624","     887667","         53.37"
"M&amp;M","EQ","05-Jan-2018","        756.00","        756.00","        758.50","        753.60","        755.60","        756.35","        756.82","    1255982","           950549554.20","      28943","     742659","         59.13"
"M&amp;M","EQ","08-Jan-2018","        756.35","        757.05","        760.00","        756.55","        760.00","        759.90","        758.74","    2309604","          1752382390.10","      36787","    1896147","         82.10"
"M&amp;M","EQ","09-Jan-2018","        759.90","        760.00","        766.00","        757.20","        761.85","        762.45","        761.91","    1947163","          1483569074.00","      35374","    1414599","         72.65"
"M&amp;M","EQ","10-Jan-2018","        762.45","        762.05","        765.00","        754.20","        760.30","        759.85","        759.64","    1275821","           969159119.90","      23414","     810743","         63.55"
"M&amp;M","EQ","11-Jan-2018","        759.85","        760.30","        768.95","        755.50","        764.35","        766.65","        763.62","    2291617","          1749929249.05","      44186","    1616494","         70.54"
"M&amp;M","EQ","12-Jan-2018","        766.65","        767.10","        769.50","        761.75","        766.85","        767.50","        765.50","    1363265","          1043576578.70","      32787","     981802","         72.02"
"M&amp;M","EQ","15-Jan-2018","        767.50","        770.00","        775.65","        755.65","        758.35","        759.20","        766.28","    2127778","          1630472204.20","      46230","    1461680","         68.70"
"M&amp;M","EQ","16-Jan-2018","        759.20","        759.00","        762.55","        741.00","        748.35","        746.70","        749.79","    1611817","          1208517088.80","      67427","    1157147","         71.79"
"M&amp;M","EQ","17-Jan-2018","        746.70","        747.05","        754.00","        738.85","        741.65","        745.35","        746.00","    1940533","          1447644921.15","      52439","    1310624","         67.54"
"M&amp;M","EQ","18-Jan-2018","        745.35","        750.00","        765.00","        745.00","        759.30","        759.25","        759.25","    2810014","          2133505075.40","      64309","    1831859","         65.19"
"M&amp;M","EQ","19-Jan-2018","        759.25","        760.00","        768.30","        748.30","        765.65","        765.40","        757.05","    2005133","          1517990916.15","      31955","    1214637","         60.58"
"M&amp;M","EQ","22-Jan-2018","        765.40","        762.10","        769.00","        756.00","        759.05","        759.60","        760.53","     934811","           710955077.55","      25213","     573500","         61.35"
"M&amp;M","EQ","23-Jan-2018","        759.60","        761.95","        773.00","        761.40","        769.75","        769.05","        767.77","    2775928","          2131262634.45","      78122","    1839041","         66.25"
